comment,aspect,sentiments,clean_comment
món ăn phù hợp với các đôi yêu nhau ♥,['FOOD#QUALITY'],['positive'],món ăn phù hợp với các đôi yêu nhau
"Món ăn rất là ngon và chất lượng, ướp rất thấm gia vị, giá cả hợp lý. Dzú 27k /100g, bạch tuột 20k /100g, mề gà 18k /100g, ba rọi 18k /100g. Đồ ăn ngon nhưng nhược điểm là khu vực ẩm ướt vì là góc chợ, 1 phần nữa là phục vụ chậm. Nếu đi 2 ng thì chỉ với 200k (tương đương mỗi món 300gr trừ mề gà và 2 dĩa đậu bắp, 1ca trà đá) là no căng","['FOOD#QUALITY', 'FOOD#PRICES', 'LOCATION#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive', 'negative', 'negative']",món ăn rất là ngon và chất lượng ướp rất thấm gia vị giá cả hợp lý dứa 27k 100g bạch tuột 20k 100g mề gà 18k 100g ba rọi 18k 100g đồ ăn ngon nhưng nhược điểm là khu vực ẩm ướt vì là góc chợ 1 phần nữa là phục vụ chậm nếu đi 2 người thì chỉ với 200k tương đương mỗi món 300gr trừ mề gà và 2 dĩa đậu bắp 1 ca trà đá là no căng
"Món ăn rất ngon, không gian thoáng mát, đặt biệt được tặng thịt nướng và bia nhân dịp khai trương nữa","['FOOD#QUALITY', 'AMBIENCE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive']",món ăn rất ngon không gian thoáng mát đặt biệt được tặng thịt nướng và bia nhân dịp khai trương nữa
Món ăn tàm tạm. Không dỡ. Nhưng được cái trang trí cực đẹp. Nhìn chỉ muốn check-in ngay ♡,"['FOOD#QUALITY', 'AMBIENCE#GENERAL']","['neutral', 'positive']",món ăn tàm tạm không dỡ nhưng được cái trang trí cực đẹp nhìn chỉ muốn check in ngay
"Món ăn tuyệt vời đặt biệt là món Gà Né Phô Mai thơm ngon trong từng miếng gà, còn có cả món Bắp Xào Phô Mai có thể nói khá ấn tượng, phục vụ vui vẻ nhiệt tình.","['FOOD#QUALITY', 'SERVICE#GENERAL']","['positive', 'positive']",món ăn tuyệt vời đặt biệt là món gà né phô mai thơm ngon trong từng miếng gà còn có cả món bắp xào phô mai có thể nói khá ấn tượng phục vụ vui vẻ nhiệt tình
Món ăn tuyệt vời. Là nơi lý tưởng để đi cùng bạn bè,"['FOOD#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive']",món ăn tuyệt vời là nơi lý tưởng để đi cùng bạn bè
"Món ăn vặt iu thích của mìnhQuán có nhiều loai bánh tráng nướng lắm, ngồi vĩa hè rộng thoáng mát ăn bánh tráng giòn giòn beo béo của phô mai và trứng là quá chuẩn luôn","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL']","['positive', 'positive', 'positive']",món ăn vặt yêu thích của mình quán có nhiều loại bánh tráng nướng lắm ngồi vỉa hè rộng thoáng mát ăn bánh tráng giòn giòn beo béo của phô mai và trứng là quá chuẩn luôn
"Món bánh mỳ hấp lạ nhưng ko đặc sắc,bánh mỳ có miếng mềm quá,thịt bò nhiều nhưng cũng thấy khá bình thường.Bún thập cẩm ngon hơn có nem cuốn,thịt nướng và chả.Dĩa rau sống thì to bự mà cũng ăn ko đc bao nhiêu...Giá cả chát quá í,chỗ ngồi cũng ít.Ko thích lắm😔Giá 1 phần đó là 40k,trung bình 85k 2ng","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL']","['neutral', 'neutral', 'negative', 'negative', 'negative']",món bánh mỳ hấp lạ nhưng không đặc sắc bánh mỳ có miếng mềm quá thịt bò nhiều nhưng cũng thấy khá bình thường bún thập cẩm ngon hơn có nem cuốn thịt nướng và chả dĩa rau sống thì to bự mà cũng ăn không được bao nhiêu giá cả chát quá í chỗ ngồi cũng ít không thích lắm giá 1 phần đó là 40k trung bình 85k 2ng
"Món bánh thập cẩm gồm bánh bèo, bánh nậm, bánh ít trần, bánh bột lọc. ko quá ngon nhưng ăn thập cẩm cũng đỡ ngán.Phụ vụ chu đáo ân cần Không gian thoáng thoải mái, tông màu và cách bài trí hợp nhãn keke mang hơi hướng đồng quê","['FOOD#QUALITY', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['neutral', 'positive', 'positive']",món bánh thập cẩm gồm bánh bèo bánh nậm bánh ít trần bánh bột lọc không quá ngon nhưng ăn thập cẩm cũng đỡ ngán phục vụ chu đáo ân cần không gian thoáng thoải mái tông màu và cách bài trí hợp nhãn có ca mang hơi hướng đồng quê
"Món bắp bò giòn, mềm, ngọt. ..thơm lức. Dạ dầy nướng tiêu giòn sần sậtĐồ nướng thơm với gia vị đặc trưng của nhà hàng.","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",món bắp bò giòn mềm ngọt thơm lức dạ dầy nướng tiêu giòn sần sật đồ nướng thơm với gia vị đặc trưng của nhà hàg
"Món bình thường, dễ ăn, không tới mức đặc sắc",['FOOD#QUALITY'],['neutral'],món bình thường dễ ăn không tới mức đặc sắc
"Món bưng lên còn xì xèo bốc khói, như mọi lần thì ăn xong không nhớ rõ vị, cái đọng lại chỉ là nhiều, đậm đà, ăn xong no ná thở, giá khá ổn so với mặt bằng chung của cái kiểu nấu trên chảo nóng này, lần sau nếu được bao như lần này thì sẽ quay lại. 😤","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive']",món bưng lên còn xì xèo bốc khói như mọi lần thì ăn xong không nhớ rõ vị cái đọng lại chỉ là nhiều đậm đà ăn xong no ná thở giá khá ổn so với mặt bằng chung của cái kiểu nấu trên chảo nóng này lần sau nếu được bao như lần này thì sẽ quay lại
"Món chân gà sả ớt hơi bị cay, ăn cứ hít hà đã ghiền luôn. Chân gà chặt thành từng miếng nhỏ sẵn, vị nồng và cay của sả vs ớt thấm vào chân gà. Chân gà giòn ăn sực sực, chấm muối tiêu chanh nữa. Món này ko nên bỏ qua. Quán decor bình dân. Từ bàn ghế đến món ăn đều dân dã. Tường vẽ hình nhìn vui vui. Nhân viên pv khá ổn.","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive']",món chân gà sả ớt hơi bị cay ăn cứ hít hà đã ghiền luôn chân gà chặt thành từng miếng nhỏ sẵn vị nồng và cay của sả với ớt thấm vào chân gà chân gà giòn ăn sực sực chấm muối tiêu chanh nữa món này không nên bỏ qua quán decor bình dân từ bàn ghế đến món ăn đều dân dã tường vẽ hình nhìn vui vui nhân viên phục khá ổn
"Món chính của quán. Cái tên nghe khá lạ. Chất lượng thì khỏi nói, thịt bò mềm, nước sốt đậm đà. Suất ăn quá đầy đủ cho 1 bữa trưa ngon miệng <#3","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",món chính của quán cái tên nghe khá lạ chất lượng thì khỏi nói thịt bò mềm nước sốt đậm đà suất ăn quá đầy đủ cho 1 bữa trưa ngon miệng
"Món cơm heo rất là ngon😋. Cơm trộn với nước rất hợp với nhau😄. Người ta có để cái trứng lòng đào ở ngoài, trước khi ăn bỏ vô và trộn đều ngon hết phải nói luôn😍. Thịt heo mềm, mịng nước ngấm với nước xốt nên thơm béo ngậy🤗. Chỗ này thực đơn rất phong phú nha có nhiều món lắm. Có cari, ramen, sushi...😲 Chỗ này mình đã từng chia sẽ món cơm gà xốt teriyaki rồi. Món nào cũng ngon ơi là ngon😤.","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive']",món cơm heo rất là ngon cơm trộn với nước rất hợp với nhau người ta có để cái trứng lòng đào ở ngoài trước khi ăn bỏ vô và trộn đều ngon hết phải nói luôn thịt heo mềm mịn nước ngấm với nước xốt nên thơm béo ngậy chỗ này thực đơn rất phong phú nha có nhiều món lắm có cari ramen sushi chỗ này mình đã từng chia sẽ món cơm gà xốt teriyaki rồi món nào cũng ngon ơi là ngon
"Món đặc biệt hiếm thấy ở mấy chỗ khác là patê chiên áh, pa tê loại pa tê thịt heo đóng hộp cắt miếng đem chiên lên áh, ăn với cơm ngon hết sảy",['FOOD#QUALITY'],['positive'],món đặc biệt hiếm thấy ở mấy chỗ khác là patê chiên bánh pa tê loại pa tê thịt heo đóng hộp cắt miếng đem chiên lên bánh ăn với cơm ngon hết sảy
"Món đặc biệt ở đây là bít tết hào sữa hay còn gọi là hào né, giống bò né. Mình ăn một số quán ốc có món hào nhưng món hào né như ở đây thì không phải chỗ nào cũng có. Ngoài ra còn có cháo hào, hào nướng phô mai. Các số món ốc và mực ăn cũng ok. 25 - 50k/ món.","['FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'neutral']",món đặc biệt ở đây là bít tết hào sữa hay còn gọi là hào né giống bò né mình ăn một số quán ốc có món hào nhưng món hào né như ở đây thì không phải chỗ nào cũng có ngoài ra còn có cháo hào hào nướng phô mai các số món ốc và mực ăn cũng ok 25 50 món
"Món đặc trưng ở quá là Gà gà gà và gà :)) lẩu thì có lẩu gà tiềm ớt hiểm (nghe vậy chứ ko cay lắm đâu nha, trừ khi ăn trúng ớt :D). Ngoài ra có gà mấy món gà nướng thấy cũng hấp dẫn lắm mà hôm đó đi 2 đứa chỉ ăn lẩu là lê lết rồi :(( mà ta nói ngon quá thiếu điều mún húp hết nước :(( Ở đây bán gà theo nửa con hoặc 1 con nha. ^^","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",món đặc trưng ở quán là gà gà gà và gà lẩu thì có lẩu gà tiềm ớt hiểm nghe vậy chứ không cay lắm đâu nha trừ khi ăn trúng ớt d ngoài ra có gà mấy món gà nướng thấy cũng hấp dẫn lắm mà hôm đó đi 2 đứa chỉ ăn lẩu là lê lết rồi mà ta nói ngon quá thiếu điều muốn húp hết nước ở đây bán gà theo nửa con hoặc 1 con nha
"Món gà lên mâm mình thấy rất ngon, đặc biệt, mình không thích dầu mỡ nên kêu gà luộc. Gà thơm, thịt ngọt. Phần lòng xào nghệ cũng rất ngon, gỏi cũng ngon mà xôi cũng mềm, dẻo và thơm. Nói chung là mình kết món này ở đây. Còn những món khác thì không dám bình luận vì mỗi người một sở thích và khẩu vị, có nhiều món đặc trưng vùng miền cũng hơi khó ăn một chút.",['FOOD#QUALITY'],['positive'],món gà lên mâm mình thấy rất ngon đặc biệt mình không thích dầu mỡ nên kêu gà luộc gà thơm thịt ngọt phần lòng xào nghệ cũng rất ngon gỏi cũng ngon mà xôi cũng mềm dẻo và thơm nói chung là mình kết món này ở đây còn những món khác thì không dám bình luận vì mỗi người một sở thích và khẩu vị có nhiều món đặc trưng vùng miền cũng hơi khó ăn một chút
món hơi lạ ăn cũng tạm được,['FOOD#QUALITY'],['neutral'],món hơi lạ ăn cũng tạm được
"Món làm từ tai heo, lưỡi heo lên men chua (gần gần như làm nem), nhậu hết xẩy.",['FOOD#QUALITY'],['positive'],món làm từ tai heo lưỡi heo lên men chua gần gần như làm nem nhậu hết xẩy
"Món lẩu giá rẻ bình dân nhưng rất sạch sẽ . Đặc biệt mình bị nghiện món lẩu sống và sò huyết ở đây . Ngoài ra cơm chiên dương châu và cua rang muối cũng rất ngon . Quán có 2 chi nhánh gần đó đều là địa chỉ 60 .Mỗi quán có 1 không khí riêng , nơi có không khí gia đình , yên tĩnh , nơi thì ồn ào náo nhiệt thường giành cho người thích ăn nhậu .","['FOOD#PRICES', 'FOOD#QUALITY', 'LOCATION#GENERAL', 'AMBIENCE#GENERAL']","['positive', 'positive', 'neutral', 'positive']",món lẩu giá rẻ bình dân nhưng rất sạch sẽ đặc biệt mình bị nghiện món lẩu sống và sò huyết ở đây ngoài ra cơm chiên dương châu và cua rang muối cũng rất ngon quán có 2 chi nhánh gần đó đều là địa chỉ 60 mỗi quán có 1 không khí riêng nơi có không khí gia đình yên tĩnh nơi thì ồn ào náo nhiệt thường giành cho người thích ăn nhậu
món lẩu này là món mình thích nhất ở quán này luôn. ngon cực. nhiều topping ăn đỡ ngán,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",món lẩu này là món mình thích nhất ở quán này luôn ngon cực nhiều topping ăn đỡ ngán
"Món lẩu ngon và đậm đà, cực chất ạ với 249k/nồi cực hợp lý, món salad dê 89k cũng rất ngon :3 Hôm nào phải đến ăn tiếp","['FOOD#QUALITY', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive']",món lẩu ngon và đậm đà cực chất ạ với 249k đồng cực hợp lý món salad dê 89k cũng rất ngon 3 hôm nào phải đến ăn tiếp
"Món lẩu với nước đậm đà mà thanh thoát, không quá ngấy, chất ngọt béo từ cua ra làm nên vị rất ngon, rất ngọt của đặc sản là cua, vốn đã là một nguyên liệu đắt tiền. Cua ở đây không được cầm nắm chọn lựa như các quán khác. Do chủ quán tự chọn cho khách nhưng luôn ngon, chắc thịt và tươi trong. Lần nào ăn cũng có ít nhất 1 con cua gạch cứng, săn chắc chứ không phải kiểu gạch lỏng lẻo sền sệt của nhiều quán tương tự. Thịt ngọt từ trong khi bóc ra ăn, nước lẩu chua thanh làm ăn mãi không thấy ngán. Lẩu 2 người ăn, cua tính theo ký, giá 550k","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",món lẩu với nước đậm đà mà thanh thoát không quá ngấy chất ngọt béo từ cua ra làm nên vị rất ngon rất ngọt của đặc sản là cua vốn đã là một nguyên liệu đắt tiền cua ở đây không được cầm nắm chọn lựa như các quán khác do chủ quán tự chọn cho khách nhưng luôn ngon chắc thịt và tươi trong lần nào ăn cũng có ít nhất 1 con cua gạch cứng săn chắc chứ không phải kiểu gạch lỏng lẻo sền sệt của nhiều quán tương tự thịt ngọt từ trong khi bóc ra ăn nước lẩu chua thanh làm ăn mãi không thấy ngán lẩu 2 người ăn cua tính theo ký giá 550k
"Món mì bay ở đây vị rất ngon, đậm đà, không gian quán hơi ồn vì rất đông khách nhưng bù lại đồ ăn tuyệt cú mèo. Ngoài mì bay là món mới thì quán đã quá nổi với những món mì cay kịp xu hướng, ăn vặt có mực sữa chiên giòn cũng rất ngon. Chủ quán chính là diễn viên - đạo diễn Quốc Thuận. Nếu muốn gặp người nổi tiêng thì đây là quán rất đông nghệ sĩ thường ghé. Gửi xe ở hẻm sát cạnh pizza Domino 3k","['FOOD#QUALITY', 'AMBIENCE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['positive', 'neutral', 'positive']",món mì bay ở đây vị rất ngon đậm đà không gian quán hơi ồn vì rất đông khách nhưng bù lại đồ ăn tuyệt cú mèo ngoài mì bay là món mới thì quán đã quá nổi với những món mì chạy kịp xu hướng ăn vặt có mực sữa chiên giòn cũng rất ngon chủ quán chính là diễn viên đạo diễn quốc thuận nếu muốn gặp người nổi tiếng thì đây là quán rất đông nghệ sĩ thường ghé gửi xe ở hẻm sát cạnh pizza domino 3k
"Món mì quảng tuy không được đậm đà như ở quê nhưng mình thấy vậy cũng ok rồi, đĩa rau sống như cũng tươi, ngon mặc dù không hấp dẫn như quê mình. Mình có gọi thêm món hến xúc với bánh tráng món này ăn cảm giác hơi nhạt vị chưa đậm đà. Mình ưng nhất món bánh bèo thôi. Mộ phần 4 chén cứ tưởng ko dính răng mà ăn no lắm nha.Phục vụ chu đáo, giá cả cũng tương đối bình dân.hơn 100k/ phần 2 đứa.","['FOOD#QUALITY', 'SERVICE#GENERAL', 'FOOD#PRICES']","['neutral', 'positive', 'positive']",món mì quảng tuy không được đậm đà như ở quê nhưng mình thấy vậy cũng ok rồi đĩa rau sống như cũng tươi ngon mặc dù không hấp dẫn như quê mình mình có gọi thêm món hến xúc với bánh tráng món này ăn cảm giác hơi nhạt vị chưa đậm đà mình ưng nhất món bánh bèo thôi một phần 4 chén cứ tưởng không dính răng mà ăn no lắm nha phục vụ chu đáo giá cả cũng tương đối bình dân hơn 100k phần 2 đứa
"Món miến tôm càng gắp con tôm lên định lột vỏ tôm bị bở hay chết lâu ah gắp ra là bị đứt liền thịt tôm bở nhìn rõ mà 3 con cũng như vậy miến xào dính cục cứng ngắc giá 100k. Không gian qán  rộng rãi, nhưng hơi nóng và ko có máy lạnh. Ngồi ăn mà nóng toát mồ hôi.Phục vụ rất tệ. Ko vui vẻ, dễ chịu. Có cảm giác như chẳng qan tâm tới khách. Qán cũng có đầu tư, trag trí, đồng phục nhân viên đều đậm kiểu thái.","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['negative', 'negative', 'neutral', 'neutral', 'negative', 'positive']",món miến tôm càng gắp con tôm lên định lột vỏ tôm bị bở hay chết lâu mà gắp ra là bị đứt liền thịt tôm bở nhìn rõ mà 3 con cũng như vậy miến xào dính cục cứng ngắc giá 100k không gian quán rộng rãi nhưng hơi nóng và không có máy lạnh ngồi ăn mà nóng toát mồ hôi phục vụ rất tệ không vui vẻ dễ chịu có cảm giác như chẳng quan tâm tới khách quán cũng có đầu tư trang trí đồng phục nhân viên đều đậm kiểu thái
"Món nào cũng ít ít mà ngon kinh khủng, thích nhất là bề bề (tôm tích) nhìu thịt lắm, mực sữa với nộm rau muống,... Giá  một món tầm 30k - 70k, đi đông cho đỡ hao. Xong 1 chặp có thể gọi lẩu riêu cua đồng chốt hạ hen. Đi càng đông giá càng rẻ hen.","['FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'neutral']",món nào cũng ít ít mà ngon kinh khủng thích nhất là bề bề tôm tích nhì thịt lắm mực sữa với nộm rau muống giá một món tầm 30k 70k đi đông cho đỡ hao xong 1 chặp có thể gọi lẩu riêu cua đồng chốt hạ hễ đi càng đông giá càng rẻ hen
"Món nào ở đây cũng ngon. Sữa chua trộn thạch trà xanh nhật bản rất ngon thạch trà xanh thơm mà thanh lắm, sữa chua dẻo mứt việt quất hay các vị khác cũng ngon. Bánh trán cuốn bắp xào cũng ngon lắm. Chạy xe tới có chú rất nhiệt tình chỉ cho để xe dễ thương lắm ☺️","['FOOD#QUALITY', 'SERVICE#GENERAL']","['positive', 'positive']",món nào ở đây cũng ngon sữa chua trộn thạch trà xanh nhật bản rất ngon thạch trà xanh thơm mà thanh lắm sữa chua dẻo mứt việt quất hay các vị khác cũng ngon bánh tráng cuốn bắp xào cũng ngon lắm chạy xe tới có chú rất nhiệt tình chỉ cho để xe dễ thương lắm
"Món này ăn cực ngon, bên ngoài là mỡ hành, bên trong là thịt heo, rau thơm ✌🏻️✌🏻",['FOOD#QUALITY'],['positive'],món này ăn cực ngon bên ngoài là mỡ hành bên trong là thịt heo rau thơm
"Món này ăn hoài sao ko chán ta ơi.Mình hơi bị ghiền món này luôn, thịt luộc cuốn bánh tráng chấm mắm nêm nè.1 đĩa nhiều lắm, giá cao nhg nhiều, ăn rất đã. Còn mâm rau ta nói nhìn đã chưa từng thấy, hoành tráng vô cùng. Có đồ chua thì chưa được ok thôi hà. Mấy loại chè ở đây cũng ngon nữa.2 người tầm 250k, hơi mắc đó.@Giang Anh","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'negative']",món này ăn hoài sao không chán ta ơi mình hơi bị ghiền món này luôn thịt luộc cuốn bánh tráng chấm mắm nêm nè 1 đĩa nhiều lắm giá cao nhưng nhiều ăn rất đã còn mâm rau ta nói nhìn đã chưa từng thấy hoành tráng vô cùng có đồ chua thì chưa được ok thôi hà mấy loại chè ở đây cũng ngon nữa 2 người tầm 250k hơi mắc đó giang anh
"Món này ăn vừa ngon vừa đẹp da nữa, ko nên bỏ qua.Nhà hàng này có khá là lâu, lượng khách vừa ổn, ko quá đông cũng ko vắng. Giá hơi nhỉnh chút nhg mà ngon. Món salad này bao tươi giòn, ăn mát cả người nha. Pizza khỏi chê, rất chất lượng, đầy ắp đồ ăn.2 người cũng hết 300k. Hơi nhiều, ăn ko hết.","['FOOD#QUALITY', 'RESTAURANT#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",món này ăn vừa ngon vừa đẹp da nữa không nên bỏ qua nhà hàg này có khá là lâu lượng khách vừa ổn không quá đông cũng không vắng giá hơi nhỉnh chút nhưng mà ngon món salad này bao tươi giòn ăn mát cả người nha pizza khỏi chê rất chất lượng đầy ắp đồ ăn 2 người cũng hết 300k hơi nhiều ăn không hết
"món này chất lượng nhiều xương và ngon, rẻ, bổ dưỡng","['FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive']",món này chất lượng nhiều xương và ngon rẻ bổ dưỡng
món này cũng là món signature của quán đây. Xôi Xiêm (20k/phần). Xôi này ăn chung với ca dé và chan nước cốt dừa sầu riêng lên trên mặt.,"['FOOD#QUALITY', 'FOOD#PRICES']","['neutral', 'neutral']",món này cũng là món signature của quán đây xôi xiêm 20 phần xôi này ăn chung với cà dé và chan nước cốt dừa sầu riêng lên trên mặt
"Món này đem ra thiêt sự bất ngờ kkk.Tôm càng xịn hẳn hoi, thịt tôm ngọt lắm. Gạch tôm thì béo béo. Ăn rất đã. Miến làm ngon, ko bị bở. Món này khá ngon dù giá hơi cao chút. Công nhận lâu ngày ko ăn hoàng ty, ăn lại thấy ghiền quá xá.Cả nhà đi đông lắm, gọi quá trời, chia ra 2 người có 150k thôi.","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'positive', 'neutral', 'positive']",món này đem ra thì thật sự bất ngờ khi tôm càng xịn hẳn hoi thịt tôm ngọt lắm gạch tôm thì béo béo ăn rất đã miệng làm ngon không bị bở món này khá ngon dù giá hơi cao chút công nhận lâu ngày không ăn hoàng tử ăn lại thấy ghiền quá xá cả nhà đi đông lắm gọi quá trời chia ra 2 người có 150k thôi
"Món này đi ăn ngon thật. Ăn ở đây, nước mắm nêm hơi ngọt và mặn hơn so với ở Đà Nẵng, Quảng Nam. Nhưng mà nếu các bạn định dẫn bạn bè hay gia đình hoặc bạn nước ngoài đến đây ăn, thì đây là điểm đến thích hợp hehe :x","['FOOD#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive']",món này đi ăn ngon thật ăn ở đây nước mắm nêm hơi ngọt và mặn hơn so với ở đà nẵng quảng nam nhưng mà nếu các bạn định dẫn bạn bè hay gia đình hoặc bạn nước ngoài đến đây ăn thì đây là điểm đến thích hợp tốt
"Món này đơn giản mà ngon bá cháy luôn. Chỉ đơn giản là chả cá nhưng hấp dẫn lắm, một tô vậy có tầm 2~3 loại chả cá khác nhau mang hương vị khác nhau, mình ko nhớ rõ loại chả cá nữa nhưng chả ăn vào ko bị chát miệng nên biết là chả ít bột, miênga chả nào cũng dai và thơm mùi cá lắm, có loại ăn vào có cảm giác mình đang ăn mấy xương cá bé bé nữa. Nước lèo tương đối ổn ko dầu mỡ, thanh, mặn mặn và nước trong vắt ^^ bún cũng bt , trụng kĩ nên mình ko nghe mùi, nhưng bùn 1 chỗ là lúc mang ra ko đủ nóng. Giá đây ok tầm 100k/2 người","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'neutral', 'positive']",món này đơn giản mà ngon cá cháy luôn chỉ đơn giản là chả cá nhưng hấp dẫn lắm một tô vậy có tầm 2 3 loại chả cá khác nhau mang hương vị khác nhau mình không nhớ rõ loại chả cá nữa nhưng chả ăn vào không bị chát miệng nên biết là chả ít bột miếng chả nào cũng dai và thơm mùi cá lắm có loại ăn vào có cảm giác mình đang ăn mấy xương cá bé bé nữa nước lèo tương đối ổn không dầu mỡ thanh mặn mặn và nước trong vắt bún cũng bình thường trụng kĩ nên mình không nghe mùi nhưng bùn 1 chỗ là lúc mang ra không đủ nóng giá đây ok tầm 100k2 người
"Món này hơi bị hấp dẫn luôn đó nha. Cơm cháy bao giòm rụm luôn, bị ghiền cơm cháy từ nhỏ :v Gà nguyên gom nướng ngon cực kỳ, thịt mềm, xé ra ăn dể lắm. Món này nhậu hết xảy nha bà con.","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",món này hơi bị hấp dẫn luôn đó nha cơm cháy bao giòm rụm luôn bị ghiền cơm cháy từ nhỏ vị gà nguyên gom nướng ngon cực kỳ thịt mềm xé ra ăn dể lắm món này nhậu hết xảy nha bà con
"Món này kêu mơid làm nên đợi một chút. Đổi lại bánh giòn, thơm mùi bánh mì, tôm khá tươi. Dễ nghiện nha.",['FOOD#QUALITY'],['positive'],món này kêu mãi làm nên đợi một chút đổi lại bánh giòn thơm mùi bánh mì tôm khá tươi dễ nghiện nha
"Món này khá lạ. Nồi này được mang ra lúc đang còn bốc khói nghi ngút. Mới ngửi mùi thơm cứ tưởng nghêu hấp sả. Hàu được nấu cùng nấm linh chi, hành tây, có thêm một trái trứng lòng đào bên trong. Nước ngọt, thơm dịu, húp xì xụp hơi bị đã.","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",món này khá lạ nồi này được mang ra lúc đang còn bốc khói nghi ngút mới ngửi mùi thơm cứ tưởng nghêu hấp sả hàu được nấu cùng nấm linh chi hành tây có thêm một trái trứng lòng đào bên trong nước ngọt thơm dịu húp xì xụp hơi bị đã
"Món này ko hiểu sao mà ngon quá xá!Ở đây rang muối đỉnh, ăn cứ làm liên tục, ko dừng lại được luôn. Chân gà cánh gà đều ngon, rang đều tay, mặn mặn cay cay đã đã. Ăn xong làm lẩu chua cay nữa là hợp lý.2 ng tầm 300k là lăn về luôn. @Nam Anh Nguyễn","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",món này không hiểu sao mà ngon quá xá ở đây rang muối đỉnh ăn cứ làm liên tục không dừng lại được luôn chân gà cánh gà đều ngon rang đều tay mặn mặn cay cay đã đã ăn xong làm lẩu chua cay nữa là hợp lý 2 người tầm 300k là lăn về luôn nam anh nguyễn
"Món này là bò nhúng giấm cuốn rau rừng Tây Ninh nè, ăn mấy bữa rồi mà nay mới lựa được hình đẹp để khoe hí hí. Nước giấm ngon cộng với đĩa bò bự chà bá luôn ăn mệt nghỉ. Bữa đi trúng thứ 3 được giảm 20% còn có 128k àP/s Lâu lâu quay lại quán có nhiều món mới quá,","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive']",món này là bò nhúng giấm cuốn rau rừng tây ninh nè ăn mấy bữa rồi mà nay mới lựa được hình đẹp để khoe hí hí nước giấm ngon cộng với đĩa bò bự chà bá luôn ăn mệt nghỉ bữa đi trúng thứ 3 được giảm 20 còn có 128k mà lâu lâu quay lại quán có nhiều món mới quá
"Món này là do anh chủ tự nghĩ ra biến tấu lại nè, nước lẩu Thái được pha thêm nước cốt dừa vô, kiểu như súp Tom Yum gì đó của Thái áh, nói chung nước lẩu ngon","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",món này là do anh chủ tự nghĩ ra biến tấu lại nè nước lẩu thái được pha thêm nước cốt dừa vô kiểu như súp tom yum gì đó của thái mà nói chung nước lẩu ngon
