clean_comment,aspect,sentiments,VNESE_text_output
mình ăn ở quán này được 2 lần rồi và đã thích quán luôn rồi quán có máy lạnh không gian thoáng và sạch sẽ nhân viên phục vụ chu đáo hỏi xin pass wifi 3 lần mà chị tiếp tân vẫn cười tươi mì cay ăn cũng ngon đặc biệt là lần nào qua cũng không sợ hết bàn giống bên nga,"['RESTAURANT#GENERAL', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'FOOD#QUALITY']","['positive', 'positive', 'positive', 'positive']",nhà hàng nói chung tốt và không gian tốt và phục vụ tốt và chất lượng đồ ăn tốt
mình ăn ở vincom lê văn việt nước dùng ngon mặn nhẹ nghe đồn ramen này được nhiều người gọi nè ramen misu hay gì đó gần giống vậy mà lo ăn nên quên mất,['FOOD#QUALITY'],['positive'],chất lượng đồ ăn tốt
mình ăn phá lấu cũng nhiều chỗ nhưng hễ cứ thèm phá lấu là lại đến rubi ăn nhiều lần lắm rồi mà cứ lên món là xử luôn không kịp chụp lại để review vừa ngon vừa sạch sẽ mà món ăn cũng đa dạng cập nhật món mới liên tục luôn nha nêm nếm rất vừa miệng thơm béo nước dùng hơi sền sệt phục vụ cũng nhiệt tình vui vẻ lên món nhanh vì cập nhật món mới nhanh nên mì cay đã xuất hiện tại rubi luôn nè món mới đáng kể đến là súp cua trứng súp cua phomai ăn cũng ngon lắm cho cả miếng phomai con bò luôn í còn phá lấu trộn gồm phá lấu đậu phộng hành phi rau răm nước mắm me trộn đều lên ăn rất đậm đà mà không cần phải chấm thêm nữa lẩu phá lấu gồm 1 gói mì dĩa rau muống phá lấu 1 ly trà chanh ăn cũng y chang mì gói phá lấu nhưng có thêm rau nhe cứ để xe bên hông quán rồi ngồi vừa ăn vừa tự trông xe cũng dễ gần galaxy tân bình nữa nên khá thuận tiện cho việc ăn chơi cuối tuần nhỉ,"['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'AMBIENCE#GENERAL', 'FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL', 'LOCATION#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']",nhà hàng nói chung tốt và chất lượng đồ ăn tốt và không gian tốt và lựa chọn đồ ăn tốt và phục vụ tốt và địa chỉ tốt
mình ăn vào buổi trưa khá là hầm nóng quán đối diện 1 quán cơm khá hoành tráng nữa ở đây không có ớt nhồi tiếc quá nước lèo thơm đậm đà tôm nhỏ nhưng tươi thịt heo quay siêu ngon chả cá tuyệt vời quán có bán nước nữa chủ quán không được vui cho lắm 2 người hết 80k,"['AMBIENCE#GENERAL', 'FOOD#QUALITY', 'DRINKS#STYLE&OPTIONS', 'SERVICE#GENERAL', 'RESTAURANT#PRICES']","['negative', 'positive', 'positive', 'neutral', 'neutral']",không gian tệ và chất lượng đồ ăn tốt và lựa chọn đồ uống tốt và phục vụ tạm và giá cả nhà hàng tạm
mình bị ghiền món này rồi cơm trộn hàn quốc siêu siêu ngon 1 tô bự lắm có trứng thịt bò kimchi giá dưa leo cà rốt rau gì đó với rong biển xong rồi mình cho thêm sốt hàn quốc rồi trộn đều lên hết món này đơn giản mà ngon dễ sợ luôn á quán này teen teen bước vô thấy cũng hao hao với wifi treo hình mấy nhóm nhạc pop nhưng được cái thoải mái dễ chịu hơn bên đó,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL']","['positive', 'positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và không gian tốt
mình biết chỗ này vì ba mẹ mình chỉ chỗ này rất đặc biệt là không hề có ghế ngồi cũng không có bàn chỉ là ngồi bệt dưới gốc cây có khi phải ngồi trên xe máy mà lúc nào cũng đông 17k 1 đĩa có thể dặn ớt hay không mình lỡ ăn hết phân nửa rồi mới chụp nên nó nham nhở thể đấy mà ngon nhé cũng nhiều nữa ăn rất thích bánh tôm giòn ngon bán lẹ không phải chờ lâu à còn có bò bía nữa 4k 1 cuốn,"['AMBIENCE#GENERAL', 'RESTAURANT#GENERAL', 'FOOD#PRICES', 'FOOD#QUALITY', 'SERVICE#GENERAL']","['negative', 'positive', 'neutral', 'positive', 'positive']",không gian tệ và nhà hàng nói chung tốt và giá tiền món ăn tạm và chất lượng đồ ăn tốt và phục vụ tốt
mình biết đến món này qua 1 vài người bạn quán hơi nhỏ nhưng khá là thoáng luôn nhân viên tận tình và món ăn lên bàn khá nhanh đợt trước 2 đứa mình ăn cơm chiên thái đậu hủ chiên chà bông và sụn gà hk các món ăn bình thường khá mắc lần này trở lại 2 đứa ăn thử lẩu bò lẩu ở đâu cũng ok có nhiều mệnh giá khác nhau 120k 150k 180k và các món ăn thêm cho lẩu ví dụ bò viên lá mía sụn bò giá nhà mình nhớ là 60k 1 món khá nhiều đó các bạn lần quay lại 2 đứa ăn pla pla tổng là 279k các bạn nên đến ăn thử nhé d chị 21 cống quỳnh quận 1,"['AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'FOOD#QUALITY', 'FOOD#PRICES', 'RESTAURANT#GENERAL', 'LOCATION#GENERAL']","['positive', 'positive', 'positive', 'neutral', 'positive', 'neutral']",không gian tốt và phục vụ tốt và chất lượng đồ ăn tốt và giá tiền món ăn tạm và nhà hàng nói chung tốt và địa chỉ tạm
mình biết yummy từ lúc mới mở đi ăn cũng rất nhiều lần lúc đó chưa có điện thoại chụp hình nên chưa check in do quán nằm trên đường trương định 1 chiều nên không muốn đi lố quán thì b đi đường nguyễn thị minh khai rồi quẹo trái lên quán khá nhỏ nhưng nhìn rất sang và ấm cúng gửi xe ở góc đường cách 2 căn nhà phải nói là tất cả các món ăn đều được nêm rất vừa miệng và ngon không chê 1 thứ nào cả từ thịt bò thăn cuộn hành baro thăn bò nướng ớt xanh cho đến sushi chiên thứ gì cũng ngon cả bạch tuột được ướp cay rất đậm đà ba rọi cuộn măng tây măng tươi giòn nhai rất đã đặc biệt ở quán bạn được chọn sốt lúc đặt hàg nhân tư vấn tận tình sốt nào hợp với món nào lúc b đặt hàg lần này tụi mình đi không gọi cơm và lẩu nên chỉ no lưng lửng nếu gọi cơm lẩu ăn chung là no căng có nhiều b nói ở đây cơm với lẩu không ngon nhưng mình thấy ăn rất ngon ấy trung bình món ăn từ 29k 89k nước uống 19k 30k ngoài ra quán còn có bán combo bento vào buổi trưa từ 59k 89k tiết kiệm hơn nhiều giá cả có thể hơi mắc nhưng rất đáng so với chất lượng ăn miếng nào đáng miếng đó bình thường 4g ăn 500k mà do tụi mình ăn mạnh quá nên 2 đứa tốn hết 580k tại có cộng thêm 10 vại sẵn meete co đang có khuyến mãi đi 1 cặp sẽ được tặng phần ba rọi cuộn đậu bắp cho tuần này hơi bị ngon đó nói chung mỗi tuần meete co sẽ tặng 1 món khác trong menu của quán cho khung giờ từ 17h 21h30 dù khuyến mãi ít nhưng mà tại nghĩ tới đồ ăn quán là muốn vác xác đi liền luôn vì món quá ngon mà nhớ gọi sốt chanh dây chấm kèm nha sốt đặc biệt chỉ có quán yummy yummy,"['LOCATION#GENERAL', 'AMBIENCE#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL', 'FOOD#PRICES', 'DRINKS#PRICES', 'RESTAURANT#PRICES', 'RESTAURANT#GENERAL']","['neutral', 'positive', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'positive', 'positive']",địa chỉ tạm và không gian tốt và chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và phục vụ tốt và giá tiền món ăn tạm và giá tiền đồ uống tạm và giá cả nhà hàng tốt và nhà hàng nói chung tốt
mình chạy ngang ghé vào quán hơi chật cháo hơi nguội phục vụ khá lộn xộn ếch nhiều nước sốt thơm ngon ăn lâu hơi mặn ếch mình ăn có vẻ hơi xảm,"['AMBIENCE#GENERAL', 'FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL', 'FOOD#QUALITY']","['negative', 'neutral', 'negative', 'neutral']",không gian tệ và lựa chọn đồ ăn tạm và phục vụ tệ và chất lượng đồ ăn tạm
mình chỉ kết mỗi quán này luôn là bánh nậm ở đây bột dai nhưng không tạo cảm giác bột nhiều ngán ăn hoài được hoài luôn nhưng cũng hơi mỏi miệng xíu tôm ở trong dược ướp khá ngon độ ngọt và mặn vừa đủ không làm bánh bị nhạt nước mắm ở đây là tuyệt cú mèo luôn bó thanh lắm có vị ngọt vừa phải làm mình ghiền muốn chết không có nước mắm này chắc bánh đã không ngon được vậy một dĩa có 8 cái giá đây bình dân lắm đi 2 người tầm 60k là no,"['RESTAURANT#GENERAL', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive', 'positive']",nhà hàng nói chung tốt và lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và giá cả nhà hàng tốt
mình chọn bánh khọt tôm thịt bằm nước cốt dừa mỗi loại đều ngon theo 1 kiểu riêng bánh mềm vỏ ngoài giòn rụm hơi dầu tí bánh bên trong thì mềm và thơm đậu xanh nước mắm pha ngon ăn với rau sống hết xảy luôn hiếu hồ giang,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt
mình có cảm tình với chi nhánh quán này thứ 1 là sạch sẽ máy lạnh quạt máy phà phà thứ 2 là mì nấu rất ngon hơn nga nhiều thứ 3 là nhân viên rất nhiệt tình quán có kimbap ăn cũng khá ngon,"['RESTAURANT#GENERAL', 'AMBIENCE#GENERAL', 'FOOD#QUALITY', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive']",nhà hàng nói chung tốt và không gian tốt và chất lượng đồ ăn tốt và phục vụ tốt
mình cực ghiền mì khô xá xíu nên tìm ăn cũng nhiều tiệm để thử nhưng chỉ mỗi chỗ này là vừa ý nhất phải nói là rất ngon mà nhìn hình thôi là thấy hấp dẫn rồi bên trái tô tròn là size lớn giá 50 mấy mình quên rồi sốt đen sốt cay tép mỡ còn tô kja là size vừa với sốt cay tép mỡ ai ăn cay nhiều như mình thì chắc phải xin thêm sốt ớt mới đủ đô mà ở đây công nhận xá xíu nêm nếm rất đúng vị ngọt nhẹ chứ không như nhiều chỗ mình đã ăn chỉ cho phẩm màu đỏ rồi lạt mắt size nhỏ 35k nhé chè singapore cũng ngon cực nhưỡng đậu béo ăn 1 mình sẽ ngán lắm còn chè nhãn với nấm tuyết ăn giải nhiệt mùa hè là đúng tuyệt trà đào theo mình là không ngon pha ngọt có mùi hương liệu ăn chè sing bên này rồi là mình tẩy chay 3 màu bên ý phương luôn vì quá ngọt,"['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'DRINKS#QUALITY']","['positive', 'positive', 'positive', 'neutral', 'negative']",nhà hàng nói chung tốt và chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá tiền món ăn tạm và chất lượng đồ uống tệ
mình cực thích ăn ở quán này vì cách bày trí cổ điển xưa cũ theo phong cách bắc nên lần đến đây thì lần nào cũng chỉ ăn bún đậu vì nó ngon quá nên chưa muốn thưởng thức tiếp các món khác mình cực kì cực kì thích thịt và chả cốm ở đây thích siêu thích luôn bún và đậu hũ hơi nhiều rau thịt và chả cốm thì hơi ít chắc có lẽ do tên gọi món này là bún đậu nên thiêng về bún và đậu hũ,"['RESTAURANT#GENERAL', 'AMBIENCE#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive', 'positive', 'neutral']",nhà hàng nói chung tốt và không gian tốt và chất lượng đồ ăn tốt và lựa chọn đồ ăn tạm
mình cũng chỉ nghe mang máng hot hot thôi chứ chưa đọc qua review nào hết bạn rủ thì đi và quán khá đông ngồi ở ngoài đợi xíu mới có bàn lúc 8h kém gọi là mì cay cấp độ 7 nhưng mà thực ra có 8 cấp độ lận vì có cấp độ 0 nữa nha mình mà biết mình kêu 0 rồi bị vì đã đề phòng nên chỉ kêu 1 thôi mà nó cũng cay thấy sợ luôn cay mà ngồi im re hít hà ăn không biết nói gì vậy không biết cấp độ 7 nó sao nữa nói chung dù khá cay nhưng không phải là không cảm nhận được nước dùng cũng đậm đà quán cho đổi nước dùng nếu cay quá sức chịu đựng nữa nhưng mà đổi chắc cũng hơi quê nên ít ai đổi quán nhỏ có máy lạnh nhưng đông người nên nóng ồn ào khó nói chuyện nhân viên ok giữ xe miễn phí,"['RESTAURANT#GENERAL', 'SERVICE#GENERAL', 'FOOD#QUALITY', 'AMBIENCE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['positive', 'positive', 'positive', 'neutral', 'positive']",nhà hàng nói chung tốt và phục vụ tốt và chất lượng đồ ăn tốt và không gian tạm và vấn đề khác tốt
mình cũng hay đến quán này ăn lắm nè tô cháo lòng đầy đủ thành phần nhìn hấp dẫn lắm luôn cháo nêm nếm vừa ăn mùi vị cũng thơm nữa giá cả thì khá bình dân tô đầy đủ 18k nhé có cả cháo huyết nữa nước mắm chấm lòng pha chế cũng ngon lắm luôn nói chung là khá hài lòng về quán,"['RESTAURANT#GENERAL', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'positive']",nhà hàng nói chung tốt và lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và giá tiền món ăn tốt
mình đã ăn dimsum vịt quay bắc kinh và lẩu ở đây nói chung là đồ ăn ok giá cả hợp lý kết nhất là món lẩu ở đây hình như là lẩu tứ xuyên hay uyên ương gì đó nước lẩu đỏ lòm vì nhiều ớt nhưng ăn rất đã vịt quay ăn cũng ok nhưng nếu đặt hàg vịt quay thì món 1 là da vịt quấn là đương nhiên rồi món 2 nên đặt hàg vịt xào rau cải rổ nhà hàg hay gợi ý món 2 là cơm chiên vịt nhưng món này vừa nhiều vừa chán,"['FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive']",chất lượng đồ ăn tốt và giá tiền món ăn tốt
mình đến đây 2 lần rồi lần nào cũng ngon và chu đáo hết á,"['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'SERVICE#GENERAL']","['positive', 'positive', 'positive']",nhà hàng nói chung tốt và chất lượng đồ ăn tốt và phục vụ tốt
mình đến quán lần này nữa là được hơn 6 lần rồi mà giờ mới có review về quán hai lần đầu đến quán cũng là nhờ con đường quen thuộc hay đi ngang qua đưa đón em gái nên mới thấy biển hiệu khai trương dạo này mì cay hot quá nên cũng tí tởn vào thử ở ngay d2 có 2 quán mì cay là hara và sasin nhưng nhìn ngoài vào thấy ưng sasin hơn nên đã vào sasin ăn thử luôn vị trí quán có nhiều chi nhánh mới mở nhưng chi nhánh d2 gần mình nhất nên không biết từ bao giờ đã thành điểm đến quen thuộc rồi nằm ngay mặt tiền đường nên khá dễ tìm lại gần khu vực để công ty nên lúc nào đến cũng đông vị trí đắc lợi trong tầm quan sát và thuận chiều đi nên rất lý tưởng để ghé vào gửi xe đây là điểm không hài lòng về những đợt đầu tiên mình ghé quán lần đầu thì giữ xe vẫn rất nhiệt tình nhưng lên quán thì phải để giày dép bên ngoài khá bất tiện khuyến khích các bạn không nên mang giày dép đắt tiền vì rất không tiện tháo ra photo by me 2bochi,"['RESTAURANT#GENERAL', 'LOCATION#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['positive', 'positive', 'negative']",nhà hàng nói chung tốt và địa chỉ tốt và vấn đề khác tệ
mình đi 2 người kêu phần này gọi là kem nhưng mình cảm thấy nó đá bào nhiều hơn kem topping khá nhá nhiều cho chọn ăn cũng ok sẽ được tặng bánh cupcake nhỏ nhỏ xinh xinh bánh ăn hơi ngán ăn cho có không gian ok có cả lầu còn có phụ kiện cho mình sẽ có nhân viên từ trong ra ngoài đều ok đáng để thử,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#GENERAL']","['neutral', 'positive', 'positive', 'positive', 'positive']",lựa chọn đồ ăn tạm và chất lượng đồ ăn tốt và không gian tốt và phục vụ tốt và nhà hàng nói chung tốt
mình đi quán này 2 lần rồi bạn mình thì cực thích mình thì cũng ok 9 viên takoyaki là 40k ăn ngon nóng có điều bột hơi nhiều theo mình thấy thì vợ mình đến đây vì có đứa bạn chỉ nó bảo ăn món gì đừng kêu thêm trứng uổng tiền với không ngon sushi thì mình thấy cũng như mấy chỗ khác giá cũng ok không rẻ cũng không mắc vô đây thì nên ăn thử takoyaki với bánh xèo nhật nhân viên thì nhiệt tình nhưng lần trước đi mình không được sử dụng lầu 2 thấy hơi tiếc quán có máy lạnh nhưng vẫn hơi nóng nhưng mà với giá đó thì nên thử nhé,"['RESTAURANT#GENERAL', 'FOOD#PRICES', 'FOOD#QUALITY', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['positive', 'positive', 'neutral', 'positive', 'neutral']",nhà hàng nói chung tốt và giá tiền món ăn tốt và chất lượng đồ ăn tạm và phục vụ tốt và không gian tạm
mình ghé quán này hơi trễ là khách cuối bước ra khỏi nhà hàg mình chưa bao giờ ăn ramen menu có rất nhiều loại ramen từ 88 120k vị ramen theo mình nước hơi giống mì gói chắc không quen sợi mì dai ngon thịt và trứng ướp gia vị giống trứng bách thảo ăn khá lạ nhìn tô vậy thôi bạn mình ăn nửa tô đã thấy no rồi tô ramen 108 kèm ly coca còn mình chọn cơm phủ trứng chiên tôm rau củ với soup gà phủ bột chiên giòn 89k tô cơm bự chà bá ăn không hết luôn gà chiên ăn kèm với rau trộn sốt mayo đỡ ngán đồ ăn cũng chất lượng và nhiều lắm nên mình thấy không quá mắc đâu không gian quán quán decor ấm cúng bàn ghế sạch sẽ yên tĩnh mình thấy trước mình toàn người nhật vào ăn thôi chắc ở đây vị ổn nhân viên dễ thương nhiệt tình lắm anh tụi mình ăn trễ mà vẫn tươi cười hỏi han lịch sự lắm điểm mắc cười tuy là quán nhật nhưng cũng mở nhạc korean nghe vui lắm anh,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive', 'neutral', 'positive', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và giá tiền món ăn tạm và không gian tốt và phục vụ tốt
mình gọi 2 đĩa sườn chả cua đợi khoảng 15p cảm nhận là viên cua rất ngon ướp rất thấm chả ăn ok còn sườn thì cũng bình thường không có canh cũng như dưa leo ăn kèm nên thấy hơi khô khan giá mắc nữa là quán cơm tấm bình dân thôi mà mình gọi 2 đĩa cơm thêm 1 trà đá là hơn 100k rồi,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES']","['positive', 'negative', 'negative']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tệ và giá cả nhà hàng tệ
mình gọi 2 phần theo đánh giá là ngon ngang ngửa nhau nhé phần cơm bò có thêm 1 quả trứng chiên sao mà đẹp quá không nỡ ăn chút nào bò ngon nhờ hơi ít lát mỏng mì là mỳ trứng nè mà cọng to ăn với gà mực sốt ok nhưng hơi ít trộn đều lên rồi măm măm thôi,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt
mình gọi 2 phần bún đậu tá lả bún chả rươi nước sâu và nước dâm tằm nói chung ngon mắm tôm có tí hơi mặn đặc biệt mình kết nhất món cá sấu ở đây tổng thiệt hại là 145k2ng no ứ ự,"['FOOD#QUALITY', 'DRINKS#QUALITY', 'RESTAURANT#PRICES']","['positive', 'positive', 'neutral']",chất lượng đồ ăn tốt và chất lượng đồ uống tốt và giá cả nhà hàng tạm
mình gọi 3 phần bún đầy đủ lớn mang ra phát là hết hồn luôn kiểu mấy tô bún nó to quá thể đi thịt nướng nem chả giò phải nói là um lên vậy đó bạn mình ăn không hết luôn bún ở đây ngon quán rộng rãi nhân viên lịch sự nhiệt tình lắm và ở đây rau với bún được thêm miễn phí nè,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và không gian tốt và phục vụ tốt
mình gọi cơm heo quay để ăn heo quay ăn ngon ướp vừa miệng da giòn rụm ăn đã lắm cơm hơi khô chút nước sốt ăn kèm thấy đậm đà lắm phục vụ thì nhanh nhẹn mình gọi món xong thì khoảng 5 sau đã có để ăn rồi không phải chờ đợi mỏi mòn không gian thì sạch sẽ có quạt nên mát,"['FOOD#QUALITY', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['positive', 'positive', 'positive']",chất lượng đồ ăn tốt và phục vụ tốt và không gian tốt
mình gọi cơm sườn chả miếng sườn khá to bự hơn cái dĩa che lấp cả đĩa cơm miếng chả thì bé xíu mắc cười ghê cơm cũng có chút xéo ăn hết dĩa cơm còn cả nguyên miếng sườn cơm ăn khá ngán do dầu mỡ nhiều mỡ hành ngập đĩa cơm luôn giá khá cao tổng chi phí mình ăn là 41k ăn cũng tương đối no canh phải tốn thêm 5k nữa nước mắm khá ngọt nên ăn vào hơi ngán tính ra nếu đi 2 người thì cũng tốn gần 100k giá hơi mắc,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['neutral', 'negative', 'negative']",lựa chọn đồ ăn tạm và chất lượng đồ ăn tệ và giá tiền món ăn tệ
mình gọi kem với xôi vị cốm kem dừa mịn và ngọt quyện với mùi cốm thơm ăn rất thích nhé khoảng 30k 1 phần kem bé xinh thế này chất lượng miễn bàn lại còn có nước dừa miễn phí nữa quán cũng xinh tui thấy vàng ngập không gian quán,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES', 'DRINKS#PRICES', 'AMBIENCE#GENERAL']","['positive', 'positive', 'neutral', 'positive', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và giá tiền món ăn tạm và giá tiền đồ uống tốt và không gian tốt
mình gọi mì gà quay gà quay thì nhiều thịt thịt gà có nạc và mỡ mỡ hơi nhiều nhưng da gà vẫn giữ được độ giòn ăn rất ngon mình thấy mọi người lại đây đa phần đều kêu món gà quay này vị thì cũng giống mấy chỗ khác thôi được cái nước lèo ngon mình húp sạch tô luôn,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt
mình gọi một lòng gà gỏi trộn mang về lòng gà thì 25k thêm gỏi 10k là 35 thêm bịch cháo siêu bự 10k cháo nhạt phải thêm vào chút nước mắm ăn mới ngon gỏi ngon nêm thêm chanh và nước mắm ăn kèm ăn rất vừa miệng lòng thì có trứng non khá nhiều tim gan phèo cật ăn đều ngon cả có rau răm bắp cải và bắp chuối trộn tổng hết 45k đưa 50k mà quán chờ hoài không thấy thối bực quá bỏ về luôn chắc lần sau mang tiền lẻ cho chắc ăn chứ làm ăn kiểu này kì cục dễ sợ,"['FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'SERVICE#GENERAL']","['neutral', 'positive', 'positive', 'negative']",giá tiền món ăn tạm và lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và phục vụ tệ
mình gọi tô bánh canh thập cẩm có nấm cua thịt heo da heo và huyết nhìn tô bánh canh hấp dẫn lắm nước sền sệt màu đặc trưng có thể thêm mắm ớt hoặc nước me vào nếu thấy nhạt nước me để chấm rất ngon cảm giác ăn cái này đỡ ngán 40 tô mà có khi chị đó múc cho đều hay sao ấy tô nhiều cua tô ít cua thiệt thòi quá đi à ăn một tô này là no luôn đó cũng nhiều lắm bột bánh canh dai dai to to ăn rất đã,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và giá tiền món ăn tạm
mình hay ăn ở đây gà rán khá ngon so với các thương hiệu khác và giá rẻ so với thị trường combo này dành cho 1 người nước free refill nên cứ uống thả ga nói chung tốt,"['RESTAURANT#GENERAL', 'FOOD#PRICES', 'DRINKS#STYLE&OPTIONS']","['positive', 'positive', 'positive']",nhà hàng nói chung tốt và giá tiền món ăn tốt và lựa chọn đồ uống tốt
mình kết cái sốt này quá ăn 1 lần đảm bảo muốn ăn lần thứ 2 nhờ nữa chiều nay lại phải đi tiếp mới được quán gần quán dì hồng dì hồng mình thấy nổi nhưng chưa ăn thử bao giờ nên biết so sánh như thế nào 1 5 cuốn,"['FOOD#QUALITY', 'RESTAURANT#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",chất lượng đồ ăn tốt và nhà hàng nói chung tốt và giá tiền món ăn tạm
mình kêu một phần combo bánh thập cẩm 1 chè huế là 30k phần thập cẩm gồm bánh nậm bánh lọc bánh bèo luôn tính ra tiết kiệm được rất nhiều vì mỗi món riêng thế là tới 15k lận nhìn chung là ăn ngon giá rẻ quán sạch sẽ thoáng mát,"['FOOD#PRICES', 'FOOD#QUALITY', 'AMBIENCE#GENERAL']","['positive', 'positive', 'positive']",giá tiền món ăn tốt và chất lượng đồ ăn tốt và không gian tốt
mình không thích mì quảng cho lắm nên chỉ ăn tô nhỏ 17k thôi quán ngon nên cũng đông lắm gia đình mình hay ăn ở đây,"['FOOD#PRICES', 'FOOD#QUALITY', 'RESTAURANT#GENERAL']","['neutral', 'positive', 'positive']",giá tiền món ăn tạm và chất lượng đồ ăn tốt và nhà hàng nói chung tốt
mình khá thích kimbap ở đây vì cuộn chặt tay cơm vừa miệng lắm cơm xào thịt heo ngon còn hải sản thì không khá là bở còn lẩu thì thôi đừng ăn ăn tạm thôi chứ không hề ngon 2 người tầm 150k nha cẩm anh nguyen,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'neutral', 'neutral']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tạm và giá tiền món ăn tạm
mình không nhớ rõ tên có kèm cảnh giá tiền 80k,['FOOD#PRICES'],['neutral'],giá tiền món ăn tạm
mình là fan cuồng của bún đậu luôn nhưng chưa nói nào làm hài lòng mình như chỗ này mắm không hề có mùi như những chỗ khác nhé không gian dễ chịu giản dị một phần dành cho hai người chỉ 78k như hình các bạn nên thử món nem chua rán chỉ 35k1 phần thôi nói vậy chứ không có chua đâu mà giòn giòn nóng hổi thích nhất là món chả cốm luôn í ớt khi ăn để không ngán mình thường dặn chị phục vụ rán đậu giòn theo mình đậu giòn sẽ ngon hơn phần 1 người là 48k phần thì phải mình nhớ không rõ lắm phần 2 người là 78k1 phần phần 3 người là 115k phần ngoài ra còn có các món gọi thêm giá chỉ từ 15000 35000 thôi nè thức uống có nước mơ nước sấu các bạn có thể thử giá nước cao lắm là 15000 mà điểm trừ của mình là nhiều lúc quán đông thì phải đợi hơi lâu một tí nhưng ngon quá đợi cũng không sao nói chung chất lượng quán này không chê vào đâu được các bạn có thể đến thử đây chỉ là review của mình thôi cảm ơn,"['RESTAURANT#GENERAL', 'AMBIENCE#GENERAL', 'FOOD#PRICES', 'FOOD#QUALITY', 'DRINKS#STYLE&OPTIONS', 'DRINKS#PRICES', 'SERVICE#GENERAL']","['positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'neutral']",nhà hàng nói chung tốt và không gian tốt và giá tiền món ăn tạm và chất lượng đồ ăn tốt và lựa chọn đồ uống tốt và giá tiền đồ uống tốt và phục vụ tạm
